SR Text,Conditions,Actions,Keywords,Current Paragraph,Previous Paragraph,Next Paragraph,Section Number,Section Title,Section Level,Paragraph Index,Sentence Index,First_Keyword
"This fallback chain SHOULD NOT use the deprecated SHA-1 hash algorithm in general, but MAY do so if the client's advertisement permits it, and MUST NOT do so otherwise.","When constructing a fallback certificate chain because the server cannot produce a chain signed solely via the indicated supported algorithms,When the client’s advertisement either permits or does not permit the use of the SHA-1 hash algorithm","The fallback chain SHOULD NOT use the deprecated SHA-1 hash algorithm in general; it MAY use SHA-1 if the client’s advertisement permits its use, and it MUST NOT use SHA-1 if the advertisement does not permit it","MUST NOT, SHOULD NOT, MAY","If the server cannot produce a certificate chain that is signed only via the indicated supported algorithms, then it SHOULD continue the handshake by sending the client a certificate chain of its choice that may include algorithms that are not known to be supported by the client. This fallback chain SHOULD NOT use the deprecated SHA-1 hash algorithm in general, but MAY do so if the client's advertisement permits it, and MUST NOT do so otherwise.",All certificates provided by the server MUST be signed by a signature algorithm advertised by the client if it is able to provide such a chain (see Section 4.2.3). Certificates that are self-signed or certificates that are expected to be trust anchors are not validated as part of the chain and therefore MAY be signed with any algorithm.,"If the client cannot construct an acceptable chain using the provided certificates and decides to abort the handshake, then it MUST abort the handshake with an appropriate certificate-related alert (by default, ""unsupported_certificate""; see Section 6.2 for more information).",4.4.2,Certificate,3,23,2,MUST
"If the client cannot construct an acceptable chain using the provided certificates and decides to abort the handshake, then it MUST abort the handshake with an appropriate certificate-related alert (by default, ""unsupported_certificate""; see Section 6.2 for more information).",The client cannot construct an acceptable certificate chain using the provided certificates and decides to abort the handshake.,"The client MUST abort the handshake with an appropriate certificate-related alert (by default, 'unsupported_certificate').",MUST,"If the client cannot construct an acceptable chain using the provided certificates and decides to abort the handshake, then it MUST abort the handshake with an appropriate certificate-related alert (by default, ""unsupported_certificate""; see Section 6.2 for more information).","If the server cannot produce a certificate chain that is signed only via the indicated supported algorithms, then it SHOULD continue the handshake by sending the client a certificate chain of its choice that may include algorithms that are not known to be supported by the client. This fallback chain SHOULD NOT use the deprecated SHA-1 hash algorithm in general, but MAY do so if the client's advertisement permits it, and MUST NOT do so otherwise.","If the server has multiple certificates, it chooses one of them based on the above-mentioned criteria (in addition to other criteria, such as transport-layer endpoint, local configuration, and preferences).",4.4.2,Certificate,3,24,1,MUST
"-The certificate type MUST be X.509v3 [RFC5280], unless explicitly negotiated otherwise (e.g., [RFC7250]).","Applies when no alternative certificate type has been explicitly negotiated (i.e., in the default scenario)",The certificate type MUST be X.509v3 [RFC5280],MUST,"-The certificate type MUST be X.509v3 [RFC5280], unless explicitly negotiated otherwise (e.g., [RFC7250]).",The following rules apply to certificates sent by the client:,"-If the ""certificate_authorities"" extension in the CertificateRequest message was present, at least one of the certificates in the certificate chain SHOULD be issued by one of the listed CAs.",4.4.2,Certificate,3,27,1,MUST
"-If the ""certificate_authorities"" extension in the CertificateRequest message was present, at least one of the certificates in the certificate chain SHOULD be issued by one of the listed CAs.",The 'certificate_authorities' extension in the CertificateRequest message is present.,At least one of the certificates in the certificate chain SHOULD be issued by one of the listed CAs.,SHOULD,"-If the ""certificate_authorities"" extension in the CertificateRequest message was present, at least one of the certificates in the certificate chain SHOULD be issued by one of the listed CAs.","-The certificate type MUST be X.509v3 [RFC5280], unless explicitly negotiated otherwise (e.g., [RFC7250]).","-The certificates MUST be signed using an acceptable signature algorithm, as described in Section 4.3.2. Note that this relaxes the constraints on certificate-signing algorithms found in prior versions of TLS.",4.4.2,Certificate,3,28,1,SHOULD
"-The certificates MUST be signed using an acceptable signature algorithm, as described in Section 4.3.2.",,"The certificates MUST be signed using an acceptable signature algorithm, as described in Section 4.3.2.",MUST,"-The certificates MUST be signed using an acceptable signature algorithm, as described in Section 4.3.2. Note that this relaxes the constraints on certificate-signing algorithms found in prior versions of TLS.","-If the ""certificate_authorities"" extension in the CertificateRequest message was present, at least one of the certificates in the certificate chain SHOULD be issued by one of the listed CAs.","-If the CertificateRequest message contained a non-empty ""oid_filters"" extension, the end-entity certificate MUST match the extension OIDs that are recognized by the client, as described in Section 4.2.5.",4.4.2,Certificate,3,29,1,MUST
"-If the CertificateRequest message contained a non-empty ""oid_filters"" extension, the end-entity certificate MUST match the extension OIDs that are recognized by the client, as described in Section 4.2.5.","The CertificateRequest message contains a non-empty ""oid_filters"" extension","The end-entity certificate MUST match the extension OIDs that are recognized by the client, as described in Section 4.2.5",MUST,"-If the CertificateRequest message contained a non-empty ""oid_filters"" extension, the end-entity certificate MUST match the extension OIDs that are recognized by the client, as described in Section 4.2.5.","-The certificates MUST be signed using an acceptable signature algorithm, as described in Section 4.3.2. Note that this relaxes the constraints on certificate-signing algorithms found in prior versions of TLS.","In general, detailed certificate validation procedures are out of scope for TLS (see [RFC5280]). This section provides TLS-specific requirements.",4.4.2,Certificate,3,30,1,MUST
"If the server supplies an empty Certificate message, the client MUST abort the handshake with a ""decode_error"" alert.",The server supplies an empty Certificate message.,The client MUST abort the handshake with a 'decode_error' alert.,MUST,"If the server supplies an empty Certificate message, the client MUST abort the handshake with a ""decode_error"" alert.","In general, detailed certificate validation procedures are out of scope for TLS (see [RFC5280]). This section provides TLS-specific requirements.","If the client does not send any certificates (i.e., it sends an empty Certificate message), the server MAY at its discretion either continue the handshake without client authentication or abort the handshake with a ""certificate_required"" alert. Also, if some aspect of the certificate chain was unacceptable (e.g., it was not signed by a known, trusted CA), the server MAY at its discretion either continue the handshake (considering the client unauthenticated) or abort the handshake.",4.4.2,Certificate,3,32,1,MUST
"If the client does not send any certificates (i.e., it sends an empty Certificate message), the server MAY at its discretion either continue the handshake without client authentication or abort the handshake with a ""certificate_required"" alert.","The client does not send any certificates (i.e., it sends an empty Certificate message)",The server MAY either continue the handshake without client authentication or abort the handshake with a 'certificate_required' alert,MAY,"If the client does not send any certificates (i.e., it sends an empty Certificate message), the server MAY at its discretion either continue the handshake without client authentication or abort the handshake with a ""certificate_required"" alert. Also, if some aspect of the certificate chain was unacceptable (e.g., it was not signed by a known, trusted CA), the server MAY at its discretion either continue the handshake (considering the client unauthenticated) or abort the handshake.","If the server supplies an empty Certificate message, the client MUST abort the handshake with a ""decode_error"" alert.","Any endpoint receiving any certificate which it would need to validate using any signature algorithm using an MD5 hash MUST abort the handshake with a ""bad_certificate"" alert. SHA-1 is deprecated, and it is RECOMMENDED that any endpoint receiving any certificate which it would need to validate using any signature algorithm using a SHA-1 hash abort the handshake with a ""bad_certificate"" alert. For clarity, this means that endpoints can accept these algorithms for certificates that are self-signed or are trust anchors.",4.4.2,Certificate,3,33,1,MAY
"Also, if some aspect of the certificate chain was unacceptable (e.g., it was not signed by a known, trusted CA), the server MAY at its discretion either continue the handshake (considering the client unauthenticated) or abort the handshake.","Some aspect of the certificate chain is unacceptable, for example, it is not signed by a known, trusted CA",The server MAY at its discretion either continue the handshake (considering the client unauthenticated) or abort the handshake,MAY,"If the client does not send any certificates (i.e., it sends an empty Certificate message), the server MAY at its discretion either continue the handshake without client authentication or abort the handshake with a ""certificate_required"" alert. Also, if some aspect of the certificate chain was unacceptable (e.g., it was not signed by a known, trusted CA), the server MAY at its discretion either continue the handshake (considering the client unauthenticated) or abort the handshake.","If the server supplies an empty Certificate message, the client MUST abort the handshake with a ""decode_error"" alert.","Any endpoint receiving any certificate which it would need to validate using any signature algorithm using an MD5 hash MUST abort the handshake with a ""bad_certificate"" alert. SHA-1 is deprecated, and it is RECOMMENDED that any endpoint receiving any certificate which it would need to validate using any signature algorithm using a SHA-1 hash abort the handshake with a ""bad_certificate"" alert. For clarity, this means that endpoints can accept these algorithms for certificates that are self-signed or are trust anchors.",4.4.2,Certificate,3,33,2,MAY
"Any endpoint receiving any certificate which it would need to validate using any signature algorithm using an MD5 hash MUST abort the handshake with a ""bad_certificate"" alert.",An endpoint receives any certificate that requires validation using any signature algorithm that employs an MD5 hash.,The endpoint MUST abort the handshake and send a 'bad_certificate' alert.,MUST,"Any endpoint receiving any certificate which it would need to validate using any signature algorithm using an MD5 hash MUST abort the handshake with a ""bad_certificate"" alert. SHA-1 is deprecated, and it is RECOMMENDED that any endpoint receiving any certificate which it would need to validate using any signature algorithm using a SHA-1 hash abort the handshake with a ""bad_certificate"" alert. For clarity, this means that endpoints can accept these algorithms for certificates that are self-signed or are trust anchors.","If the client does not send any certificates (i.e., it sends an empty Certificate message), the server MAY at its discretion either continue the handshake without client authentication or abort the handshake with a ""certificate_required"" alert. Also, if some aspect of the certificate chain was unacceptable (e.g., it was not signed by a known, trusted CA), the server MAY at its discretion either continue the handshake (considering the client unauthenticated) or abort the handshake.",All endpoints are RECOMMENDED to transition to SHA-256 or better as soon as possible to maintain interoperability with implementations currently in the process of phasing out SHA-1 support.,4.4.2,Certificate,3,34,1,MUST
"Note that a certificate containing a key for one signature algorithm MAY be signed using a different signature algorithm (for instance, an RSA key signed with an ECDSA key).",A certificate contains a key for one signature algorithm.,"The certificate MAY be signed using a different signature algorithm (e.g., an RSA key may be signed with an ECDSA key).",MAY,"Note that a certificate containing a key for one signature algorithm MAY be signed using a different signature algorithm (for instance, an RSA key signed with an ECDSA key).",All endpoints are RECOMMENDED to transition to SHA-256 or better as soon as possible to maintain interoperability with implementations currently in the process of phasing out SHA-1 support.,,4.4.2,Certificate,3,36,1,MAY
Servers MUST send this message when authenticating via a certificate.,When the server is authenticating via a certificate.,The server MUST send this message.,MUST,"This message is used to provide explicit proof that an endpoint possesses the private key corresponding to its certificate. The CertificateVerify message also provides integrity for the handshake up to this point. Servers MUST send this message when authenticating via a certificate. Clients MUST send this message whenever authenticating via a certificate (i.e., when the Certificate message is non-empty). When sent, this message MUST appear immediately after the Certificate message and immediately prior to the Finished message.",,Structure of this message:,4.4.3,Certificate Verify,3,1,3,MUST
"Clients MUST send this message whenever authenticating via a certificate (i.e., when the Certificate message is non-empty).","Clients are authenticating via a certificate (i.e., the Certificate message is non-empty)",Clients MUST send this message,MUST,"This message is used to provide explicit proof that an endpoint possesses the private key corresponding to its certificate. The CertificateVerify message also provides integrity for the handshake up to this point. Servers MUST send this message when authenticating via a certificate. Clients MUST send this message whenever authenticating via a certificate (i.e., when the Certificate message is non-empty). When sent, this message MUST appear immediately after the Certificate message and immediately prior to the Finished message.",,Structure of this message:,4.4.3,Certificate Verify,3,1,4,MUST
"When sent, this message MUST appear immediately after the Certificate message and immediately prior to the Finished message.","The message is being sent (i.e., in the context of certificate-based authentication when the Certificate message is non-empty)",The message MUST appear immediately after the Certificate message and immediately prior to the Finished message,MUST,"This message is used to provide explicit proof that an endpoint possesses the private key corresponding to its certificate. The CertificateVerify message also provides integrity for the handshake up to this point. Servers MUST send this message when authenticating via a certificate. Clients MUST send this message whenever authenticating via a certificate (i.e., when the Certificate message is non-empty). When sent, this message MUST appear immediately after the Certificate message and immediately prior to the Finished message.",,Structure of this message:,4.4.3,Certificate Verify,3,1,5,MUST
"If the CertificateVerify message is sent by a server, the signature algorithm MUST be one offered in the client's ""signature_algorithms"" extension unless no valid certificate chain can be produced without unsupported algorithms (see Section 4.2.3).","The CertificateVerify message is sent by a server,A valid certificate chain can be produced without resorting to unsupported algorithms",The signature algorithm used in the CertificateVerify message MUST be one offered in the client's 'signature_algorithms' extension,MUST,"If the CertificateVerify message is sent by a server, the signature algorithm MUST be one offered in the client's ""signature_algorithms"" extension unless no valid certificate chain can be produced without unsupported algorithms (see Section 4.2.3).",-The private signing key corresponding to the certificate sent in the previous message,"If sent by a client, the signature algorithm used in the signature MUST be one of those present in the supported_signature_algorithms field of the ""signature_algorithms"" extension in the CertificateRequest message.",4.4.3,Certificate Verify,3,15,1,MUST
"If sent by a client, the signature algorithm used in the signature MUST be one of those present in the supported_signature_algorithms field of the ""signature_algorithms"" extension in the CertificateRequest message.",The condition applies if the CertificateVerify message is sent by a client.,The signature algorithm used in the signature MUST be one of those present in the supported_signature_algorithms field of the 'signature_algorithms' extension in the CertificateRequest message.,MUST,"If sent by a client, the signature algorithm used in the signature MUST be one of those present in the supported_signature_algorithms field of the ""signature_algorithms"" extension in the CertificateRequest message.","If the CertificateVerify message is sent by a server, the signature algorithm MUST be one offered in the client's ""signature_algorithms"" extension unless no valid certificate chain can be produced without unsupported algorithms (see Section 4.2.3).","In addition, the signature algorithm MUST be compatible with the key in the sender's end-entity certificate. RSA signatures MUST use an RSASSA-PSS algorithm, regardless of whether RSASSA-PKCS1-v1_5 algorithms appear in ""signature_algorithms"". The SHA-1 algorithm MUST NOT be used in any signatures of CertificateVerify messages.",4.4.3,Certificate Verify,3,16,1,MUST
"In addition, the signature algorithm MUST be compatible with the key in the sender's end-entity certificate.","When a signature is generated using the sender's end-entity certificate (including cases where the certificate’s key is of type RSA),When a CertificateVerify message is being signed","The signature algorithm MUST be compatible with the key in the sender's end-entity certificate,If the sender’s key is RSA, then an RSASSA-PSS algorithm MUST be used, regardless of whether RSASSA-PKCS1-v1_5 algorithms appear in the 'signature_algorithms' extension,The SHA-1 algorithm MUST NOT be used in any signatures of CertificateVerify messages",MUST,"In addition, the signature algorithm MUST be compatible with the key in the sender's end-entity certificate. RSA signatures MUST use an RSASSA-PSS algorithm, regardless of whether RSASSA-PKCS1-v1_5 algorithms appear in ""signature_algorithms"". The SHA-1 algorithm MUST NOT be used in any signatures of CertificateVerify messages.","If sent by a client, the signature algorithm used in the signature MUST be one of those present in the supported_signature_algorithms field of the ""signature_algorithms"" extension in the CertificateRequest message.",All SHA-1 signature algorithms in this specification are defined solely for use in legacy certificates and are not valid for CertificateVerify signatures.,4.4.3,Certificate Verify,3,17,1,MUST
"RSA signatures MUST use an RSASSA-PSS algorithm, regardless of whether RSASSA-PKCS1-v1_5 algorithms appear in ""signature_algorithms"".","The operation involves generating an RSA signature, regardless of whether RSASSA-PKCS1-v1_5 algorithms appear in the 'signature_algorithms' extension.",RSA signatures MUST use an RSASSA-PSS algorithm.,MUST,"In addition, the signature algorithm MUST be compatible with the key in the sender's end-entity certificate. RSA signatures MUST use an RSASSA-PSS algorithm, regardless of whether RSASSA-PKCS1-v1_5 algorithms appear in ""signature_algorithms"". The SHA-1 algorithm MUST NOT be used in any signatures of CertificateVerify messages.","If sent by a client, the signature algorithm used in the signature MUST be one of those present in the supported_signature_algorithms field of the ""signature_algorithms"" extension in the CertificateRequest message.",All SHA-1 signature algorithms in this specification are defined solely for use in legacy certificates and are not valid for CertificateVerify signatures.,4.4.3,Certificate Verify,3,17,2,MUST
The SHA-1 algorithm MUST NOT be used in any signatures of CertificateVerify messages.,"When a CertificateVerify message is being signed (i.e., a signature is generated for a CertificateVerify message)",The SHA-1 algorithm MUST NOT be used in any signatures of CertificateVerify messages,MUST NOT,"In addition, the signature algorithm MUST be compatible with the key in the sender's end-entity certificate. RSA signatures MUST use an RSASSA-PSS algorithm, regardless of whether RSASSA-PKCS1-v1_5 algorithms appear in ""signature_algorithms"". The SHA-1 algorithm MUST NOT be used in any signatures of CertificateVerify messages.","If sent by a client, the signature algorithm used in the signature MUST be one of those present in the supported_signature_algorithms field of the ""signature_algorithms"" extension in the CertificateRequest message.",All SHA-1 signature algorithms in this specification are defined solely for use in legacy certificates and are not valid for CertificateVerify signatures.,4.4.3,Certificate Verify,3,17,3,MUST
The receiver of a CertificateVerify message MUST verify the signature field.,Upon receiving a CertificateVerify message,The receiver MUST verify the signature field.,MUST,The receiver of a CertificateVerify message MUST verify the signature field. The verification process takes as input:,All SHA-1 signature algorithms in this specification are defined solely for use in legacy certificates and are not valid for CertificateVerify signatures.,-The content covered by the digital signature,4.4.3,Certificate Verify,3,19,1,MUST
"If the verification fails, the receiver MUST terminate the handshake with a ""decrypt_error"" alert.",The verification fails,Terminate the handshake with a 'decrypt_error' alert,MUST,"If the verification fails, the receiver MUST terminate the handshake with a ""decrypt_error"" alert.",-The digital signature received in the signature field of the CertificateVerify message,,4.4.3,Certificate Verify,3,23,1,MUST
"Recipients of Finished messages MUST verify that the contents are correct and if incorrect MUST terminate the connection with a ""decrypt_error"" alert.",A Finished message is received by a recipient and its contents are found to be incorrect.,"The recipient MUST verify the contents of the Finished message, and if they are incorrect, MUST terminate the connection with a 'decrypt_error' alert.",MUST,"Recipients of Finished messages MUST verify that the contents are correct and if incorrect MUST terminate the connection with a ""decrypt_error"" alert.",The Finished message is the final message in the Authentication Block. It is essential for providing authentication of the handshake and of the computed keys.,"Once a side has sent its Finished message and has received and validated the Finished message from its peer, it may begin to send and receive Application Data over the connection. There are two settings in which it is permitted to send data prior to receiving the peer's Finished: 1. Clients sending 0-RTT data as described in Section 4.2.10. 2. Servers MAY send data after sending their first flight, but because the handshake is not yet complete, they have no assurance of either the peer's identity or its liveness (i.e., the ClientHello might have been replayed).",4.4.4,Finished,3,2,1,MUST
"Servers MAY send data after sending their first flight, but because the handshake is not yet complete, they have no assurance of either the peer's identity or its liveness (i.e., the ClientHello might have been replayed).",Servers have sent their first flight and the handshake is not yet complete,Servers MAY send data,MAY,"Once a side has sent its Finished message and has received and validated the Finished message from its peer, it may begin to send and receive Application Data over the connection. There are two settings in which it is permitted to send data prior to receiving the peer's Finished: 1. Clients sending 0-RTT data as described in Section 4.2.10. 2. Servers MAY send data after sending their first flight, but because the handshake is not yet complete, they have no assurance of either the peer's identity or its liveness (i.e., the ClientHello might have been replayed).","Recipients of Finished messages MUST verify that the contents are correct and if incorrect MUST terminate the connection with a ""decrypt_error"" alert.",The key used to compute the Finished message is computed from the Base Key defined in Section 4.4 using HKDF (see Section 7.1). Specifically:,4.4.4,Finished,3,3,5,MAY
Any records following a Finished message MUST be encrypted under the appropriate application traffic key as described in Section 7.2.,Records following a Finished message (including alerts sent by the server in response to client Certificate and CertificateVerify messages),The records MUST be encrypted under the appropriate application traffic key as described in Section 7.2,MUST,"Any records following a Finished message MUST be encrypted under the appropriate application traffic key as described in Section 7.2. In particular, this includes any alerts sent by the server in response to client Certificate and CertificateVerify messages.",Note: Alerts and any other non-handshake record types are not handshake messages and are not included in the hash computations.,,4.4.4,Finished,3,11,1,MUST
"If the server sent an ""early_data"" extension in EncryptedExtensions, the client MUST send an EndOfEarlyData message after receiving the server Finished.","The server sent an ""early_data"" extension in EncryptedExtensions,The client received the server Finished message",The client MUST send an EndOfEarlyData message after receiving the server Finished,MUST,"If the server sent an ""early_data"" extension in EncryptedExtensions, the client MUST send an EndOfEarlyData message after receiving the server Finished. If the server does not send an ""early_data"" extension in EncryptedExtensions, then the client MUST NOT send an EndOfEarlyData message. This message indicates that all 0-RTT application_data messages, if any, have been transmitted and that the",,"following records are protected under handshake traffic keys. Servers MUST NOT send this message, and clients receiving it MUST terminate the connection with an ""unexpected_message"" alert. This message is encrypted under keys derived from the client_early_traffic_secret.",4.5,End of Early Data,2,1,1,MUST
"If the server does not send an ""early_data"" extension in EncryptedExtensions, then the client MUST NOT send an EndOfEarlyData message.",Server does not send an 'early_data' extension in EncryptedExtensions.,Client MUST NOT send an EndOfEarlyData message.,MUST NOT,"If the server sent an ""early_data"" extension in EncryptedExtensions, the client MUST send an EndOfEarlyData message after receiving the server Finished. If the server does not send an ""early_data"" extension in EncryptedExtensions, then the client MUST NOT send an EndOfEarlyData message. This message indicates that all 0-RTT application_data messages, if any, have been transmitted and that the",,"following records are protected under handshake traffic keys. Servers MUST NOT send this message, and clients receiving it MUST terminate the connection with an ""unexpected_message"" alert. This message is encrypted under keys derived from the client_early_traffic_secret.",4.5,End of Early Data,2,1,2,MUST
"Servers MUST NOT send this message, and clients receiving it MUST terminate the connection with an ""unexpected_message"" alert.","If a server sends this message,If a client receives this message","Servers MUST NOT send this message,Clients receiving this message MUST terminate the connection with an 'unexpected_message' alert",MUST NOT,"following records are protected under handshake traffic keys. Servers MUST NOT send this message, and clients receiving it MUST terminate the connection with an ""unexpected_message"" alert. This message is encrypted under keys derived from the client_early_traffic_secret.","If the server sent an ""early_data"" extension in EncryptedExtensions, the client MUST send an EndOfEarlyData message after receiving the server Finished. If the server does not send an ""early_data"" extension in EncryptedExtensions, then the client MUST NOT send an EndOfEarlyData message. This message indicates that all 0-RTT application_data messages, if any, have been transmitted and that the",,4.5,End of Early Data,2,2,2,MUST
"At any time after the server has received the client Finished message, it MAY send a NewSessionTicket message.",After the server has received the client Finished message,The server MAY send a NewSessionTicket message,MAY,"At any time after the server has received the client Finished message, it MAY send a NewSessionTicket message. This message creates a unique association between the ticket value and a secret PSK derived from the resumption master secret (see Section 7).",,"The client MAY use this PSK for future handshakes by including the ticket value in the ""pre_shared_key"" extension in its ClientHello (Section 4.2.11). Servers MAY send multiple tickets on a single connection, either immediately after each other or after specific events (see Appendix C.4). For instance, the server might send a new ticket after post-handshake authentication in order to encapsulate the additional client authentication state. Multiple tickets are useful for clients for a variety of purposes, including:",4.6.1,New Session Ticket Message,3,1,1,MAY
"The client MAY use this PSK for future handshakes by including the ticket value in the ""pre_shared_key"" extension in its ClientHello (Section 4.2.11).",The client is initiating a future handshake (ClientHello) where it intends to use a PSK obtained from a previous NewSessionTicket.,"The client includes the ticket value in the ""pre_shared_key"" extension in its ClientHello.",MAY,"The client MAY use this PSK for future handshakes by including the ticket value in the ""pre_shared_key"" extension in its ClientHello (Section 4.2.11). Servers MAY send multiple tickets on a single connection, either immediately after each other or after specific events (see Appendix C.4). For instance, the server might send a new ticket after post-handshake authentication in order to encapsulate the additional client authentication state. Multiple tickets are useful for clients for a variety of purposes, including:","At any time after the server has received the client Finished message, it MAY send a NewSessionTicket message. This message creates a unique association between the ticket value and a secret PSK derived from the resumption master secret (see Section 7).",-Opening multiple parallel HTTP connections.,4.6.1,New Session Ticket Message,3,2,1,MAY
"Servers MAY send multiple tickets on a single connection, either immediately after each other or after specific events (see Appendix C.4).","When a ticket has already been sent on the connection (allowing for immediate successive ticket transmissions),Upon occurrence of specific events (as detailed in Appendix C.4), such as after post‐handshake authentication","The server MAY send multiple tickets on a single connection, either immediately after each other or following the specific events.",MAY,"The client MAY use this PSK for future handshakes by including the ticket value in the ""pre_shared_key"" extension in its ClientHello (Section 4.2.11). Servers MAY send multiple tickets on a single connection, either immediately after each other or after specific events (see Appendix C.4). For instance, the server might send a new ticket after post-handshake authentication in order to encapsulate the additional client authentication state. Multiple tickets are useful for clients for a variety of purposes, including:","At any time after the server has received the client Finished message, it MAY send a NewSessionTicket message. This message creates a unique association between the ticket value and a secret PSK derived from the resumption master secret (see Section 7).",-Opening multiple parallel HTTP connections.,4.6.1,New Session Ticket Message,3,2,2,MAY
Any ticket MUST only be resumed with a cipher suite that has the same KDF hash algorithm as that used to establish the original connection.,When a ticket is being resumed,The ticket MUST only be resumed using a cipher suite that employs the same KDF hash algorithm as was used in the original connection.,MUST,Any ticket MUST only be resumed with a cipher suite that has the same KDF hash algorithm as that used to establish the original connection.,-Performing connection racing across interfaces and address families via (for example) Happy Eyeballs [RFC8305] or related techniques.,"Clients MUST only resume if the new SNI value is valid for the server certificate presented in the original session and SHOULD only resume if the SNI value matches the one used in the original session. The latter is a performance optimization: normally, there is no reason to expect that different servers covered by a single certificate would be able to accept each other's tickets; hence, attempting resumption in that case would waste a single-use ticket. If such an indication is provided (externally or by any other means), clients MAY resume with a different SNI value.",4.6.1,New Session Ticket Message,3,5,1,MUST
Clients MUST only resume if the new SNI value is valid for the server certificate presented in the original session and SHOULD only resume if the SNI value matches the one used in the original session.,When a client attempts to resume a session using a new SNI value.,"The client MUST ensure that the new SNI value is valid for the server certificate presented in the original session.,The client SHOULD ensure that the new SNI value matches the one used in the original session.","MUST, SHOULD","Clients MUST only resume if the new SNI value is valid for the server certificate presented in the original session and SHOULD only resume if the SNI value matches the one used in the original session. The latter is a performance optimization: normally, there is no reason to expect that different servers covered by a single certificate would be able to accept each other's tickets; hence, attempting resumption in that case would waste a single-use ticket. If such an indication is provided (externally or by any other means), clients MAY resume with a different SNI value.",Any ticket MUST only be resumed with a cipher suite that has the same KDF hash algorithm as that used to establish the original connection.,"On resumption, if reporting an SNI value to the calling application, implementations MUST use the value sent in the resumption ClientHello rather than the value sent in the previous session. Note that if a server implementation declines all PSK identities with different SNI values, these two values are always the same.",4.6.1,New Session Ticket Message,3,6,1,MUST
"If such an indication is provided (externally or by any other means), clients MAY resume with a different SNI value.",An indication is provided (externally or by any other means) that permits a different SNI value for session resumption.,Clients MAY resume with a different SNI value.,MAY,"Clients MUST only resume if the new SNI value is valid for the server certificate presented in the original session and SHOULD only resume if the SNI value matches the one used in the original session. The latter is a performance optimization: normally, there is no reason to expect that different servers covered by a single certificate would be able to accept each other's tickets; hence, attempting resumption in that case would waste a single-use ticket. If such an indication is provided (externally or by any other means), clients MAY resume with a different SNI value.",Any ticket MUST only be resumed with a cipher suite that has the same KDF hash algorithm as that used to establish the original connection.,"On resumption, if reporting an SNI value to the calling application, implementations MUST use the value sent in the resumption ClientHello rather than the value sent in the previous session. Note that if a server implementation declines all PSK identities with different SNI values, these two values are always the same.",4.6.1,New Session Ticket Message,3,6,3,MAY
"On resumption, if reporting an SNI value to the calling application, implementations MUST use the value sent in the resumption ClientHello rather than the value sent in the previous session.","On resumption, if reporting an SNI value to the calling application",Implementations MUST use the SNI value sent in the resumption ClientHello rather than the value sent in the previous session,MUST,"On resumption, if reporting an SNI value to the calling application, implementations MUST use the value sent in the resumption ClientHello rather than the value sent in the previous session. Note that if a server implementation declines all PSK identities with different SNI values, these two values are always the same.","Clients MUST only resume if the new SNI value is valid for the server certificate presented in the original session and SHOULD only resume if the SNI value matches the one used in the original session. The latter is a performance optimization: normally, there is no reason to expect that different servers covered by a single certificate would be able to accept each other's tickets; hence, attempting resumption in that case would waste a single-use ticket. If such an indication is provided (externally or by any other means), clients MAY resume with a different SNI value.","Note: Although the resumption master secret depends on the client's second flight, a server which does not request client authentication MAY compute the remainder of the transcript independently and then send a NewSessionTicket immediately upon sending its Finished rather than waiting for the client Finished. This might be appropriate in cases where the client is expected to open multiple TLS connections in parallel and would benefit from the reduced overhead of a resumption handshake, for example.",4.6.1,New Session Ticket Message,3,7,1,MUST
"Note: Although the resumption master secret depends on the client's second flight, a server which does not request client authentication MAY compute the remainder of the transcript independently and then send a NewSessionTicket immediately upon sending its Finished rather than waiting for the client Finished.","The server does not request client authentication,The server is in the process of completing the handshake (i.e., after sending its Finished message)","Compute the remainder of the transcript independently and send a NewSessionTicket immediately upon sending its Finished, rather than waiting for the client Finished",MAY,"Note: Although the resumption master secret depends on the client's second flight, a server which does not request client authentication MAY compute the remainder of the transcript independently and then send a NewSessionTicket immediately upon sending its Finished rather than waiting for the client Finished. This might be appropriate in cases where the client is expected to open multiple TLS connections in parallel and would benefit from the reduced overhead of a resumption handshake, for example.","On resumption, if reporting an SNI value to the calling application, implementations MUST use the value sent in the resumption ClientHello rather than the value sent in the previous session. Note that if a server implementation declines all PSK identities with different SNI values, these two values are always the same.","ticket_lifetime: Indicates the lifetime in seconds as a 32-bit unsigned integer in network byte order from the time of ticket issuance. Servers MUST NOT use any value greater than 604800 seconds (7 days). The value of zero indicates that the ticket should be discarded immediately. Clients MUST NOT cache tickets for longer than 7 days, regardless of the ticket_lifetime, and MAY delete tickets earlier based on local policy. A server MAY treat a ticket as valid for a shorter period of time than what is stated in the ticket_lifetime.",4.6.1,New Session Ticket Message,3,8,1,MAY
