function_id,function_name,sr_content,sr_index,outcome,met_constrains,explanation,status,api_response
15548,send_http_connect,"Within a given message, a sender MUST NOT generate protocol elements or syntax alternatives that are only allowed to be generated by participants in other roles (i.e., a role that the sender does not have for that message).",215,Fully Matches,"[{'C1': {'code': 'nbytes = apr_snprintf(buffer, sizeof(buffer), ""CONNECT %s:%d HTTP/1.0"" CRLF, forward->target_host, forward->target_port);\nif (forward->proxy_auth != NULL) {\n    nbytes += apr_snprintf(buffer + nbytes, sizeof(buffer) - nbytes, ""Proxy-Authorization: %s"" CRLF, forward->proxy_auth);\n}\nnbytes += apr_snprintf(buffer + nbytes, sizeof(buffer) - nbytes, ""Proxy-agent: %s"" CRLF CRLF, ap_get_server_banner());', 'explanation': 'The spec requires that the sender must not generate protocol elements or syntax alternatives reserved for other roles. This code constructs a CONNECT request using only the headers and syntax that are permitted to be generated by a sender, and no additional or role‐inappropriate elements are added.'}}]","The function constructs an HTTP CONNECT request in compliance with the specified RFC requirement by only generating protocol elements that are allowed for a sender. It does not include any elements that would be reserved for other roles, thereby fully addressing the constraint stated in the spec. All logic pertaining to the construction of the message is implemented within this function, meeting the requirement.",success,
15548,send_http_connect,A sender MUST NOT send whitespace between the start-line and the first header field.,295,Fully Matches,"[{'C1': {'code': 'nbytes = apr_snprintf(buffer, sizeof(buffer), ""CONNECT %s:%d HTTP/1.0"" CRLF, forward->target_host, forward->target_port);', 'explanation': 'This line constructs the start-line and appends a CRLF immediately, without any extraneous whitespace, ensuring the start-line is not followed by whitespace-only lines before the first header field.'}}, {'A1': {'code': 'nbytes += apr_snprintf(buffer + nbytes, sizeof(buffer) - nbytes, ""Proxy-Authorization: %s"" CRLF, forward->proxy_auth);\nnbytes += apr_snprintf(buffer + nbytes, sizeof(buffer) - nbytes, ""Proxy-agent: %s"" CRLF CRLF, ap_get_server_banner());', 'explanation': 'These lines concatenate subsequent header fields immediately after the start-line (and its CRLF), without inserting any additional whitespace-only lines. This ensures the request complies with the requirement to not send whitespace between the start-line and the first header field.'}}]","The function constructs the HTTP CONNECT request by first sending the start-line terminated correctly with a CRLF and then immediately appending valid header fields without any extraneous whitespace lines in between. Thus, the function visibly implements the RFC specification that a sender MUST NOT send whitespace between the start-line and the first header field.",success,
15568,ap_proxy_clear_connection,"Within a given message, a sender MUST NOT generate protocol elements or syntax alternatives that are only allowed to be generated by participants in other roles (i.e., a role that the sender does not have for that message).",215,Partially Matches,"[{'C1': {'code': 'apr_table_unset(headers, ""Proxy-Connection"");\napr_table_do(find_conn_headers, &x, headers, ""Connection"", NULL);\napr_table_unset(headers, ""Connection"");\n\nif (x.array) {\n    int i;\n    for (i = 0; i < x.array->nelts; i++) {\n        const char *name = APR_ARRAY_IDX(x.array, i, const char *);\n        ...\n        apr_table_unset(headers, name);\n    }\n}', 'explanation': ""This code removes the 'Proxy-Connection' header and the 'Connection' header, and further unsets each header listed in the Connection header. By clearing these protocol elements, it helps ensure that headers which are only permitted to be generated by participants in specific roles are not present in the message.""}}]","The provided function implements a cleanup mechanism that removes connection-related headers from a message before it is sent. This behavior addresses the RFC requirement that a sender must not include protocol elements that are reserved for other roles. However, the function only handles header removal and related logging, and does not cover the full scope of possible protocol elements or syntax alternatives mentioned in the specification. Therefore, it only partially matches the constraint as implemented solely within this function.",success,
15568,ap_proxy_clear_connection,A sender MUST NOT generate protocol elements that do not match the grammar defined by the corresponding ABNF rules.,214,Partially Matches,"[{'C1': {'code': 'apr_table_do(find_conn_headers, &x, headers, ""Connection"", NULL);\n...\nif (x.error) {\n    ap_log_rerror(APLOG_MARK, APLOG_NOTICE, 0, r, APLOGNO(02806) ""Error parsing Connection header: %s"", x.error);\n    return -1;\n}\n...\nif (x.array) {\n    for (i = 0; i < x.array->nelts; i++) {\n        const char *name = APR_ARRAY_IDX(x.array, i, const char *);\n        ...\n        apr_table_unset(headers, name);\n    }\n}', 'explanation': ""The function inspects the 'Connection' header (and also removes the 'Proxy-Connection' header) by invoking a helper (find_conn_headers) which is expected to validate header content against the allowed grammar. On detecting an error (x.error), it logs the issue and aborts processing, thereby preventing non-conforming headers from being used. This addresses, albeit partially and only with respect to connection-specific headers, the requirement that a sender must not generate protocol elements that violate the defined ABNF grammar.""}}]","While the RFC mandates that a sender must not generate protocol elements that do not match the defined ABNF rules, this function only deals with sanitizing and clearing certain connection-related headers. It calls a helper to validate the 'Connection' header and actively removes potentially problematic fields. However, its scope is limited to connection header processing, and it does not encompass all protocol element validations defined by the RFC. Therefore, the implementation in this function only partially matches the overall constraint.",success,
15569,ap_proxy_create_hdrbrgd,A sender MUST NOT send a Content-Length header field in any message that contains a Transfer-Encoding header field.,200,Fully Matches,"[{'C1': {'code': 'if ((*old_te_val = (char *)apr_table_get(r->headers_in, ""Transfer-Encoding""))) {\n    apr_table_unset(r->headers_in, ""Transfer-Encoding"");\n}\nif ((*old_cl_val = (char *)apr_table_get(r->headers_in, ""Content-Length""))) {\n    apr_table_unset(r->headers_in, ""Content-Length"");\n}', 'explanation': 'This code segment retrieves the existing Transfer-Encoding and Content-Length headers and then unsets both from the headers table. As a result, if a Transfer-Encoding header is present, the Content-Length header is removed, thereby ensuring that no message is sent with a Content-Length header when a Transfer-Encoding header exists, which fulfills the HTTP RFC requirement.'}}]","The function explicitly clears both the Transfer-Encoding and Content-Length headers from the request headers before forwarding them. By doing so, it ensures compliance with the RFC constraint that prohibits sending a Content-Length header in messages that include a Transfer-Encoding header. This logic is implemented directly within the function body and thus fully matches the specified constraint.",success,
15569,ap_proxy_create_hdrbrgd,A client MUST NOT send a request containing Transfer-Encoding unless it knows the server will handle HTTP/1.1 requests (or later minor revisions); such knowledge might be in the form of specific user configuration or by remembering the version of a prior received response.,196,Partially Matches,"[{'A1': {'code': 'if ((*old_te_val = (char *)apr_table_get(r->headers_in, ""Transfer-Encoding""))) {\n    apr_table_unset(r->headers_in, ""Transfer-Encoding"");\n}', 'explanation': 'The function explicitly retrieves any Transfer-Encoding header from the incoming request and then unsets (removes) it before forwarding. This action is in line with the RFC requirement that a client MUST NOT send a request containing Transfer-Encoding unless it is sure that the server supports HTTP/1.1. By unconditionally clearing the header, the function avoids sending Transfer-Encoding regardless of whether the server is known to handle HTTP/1.1, thereby partially addressing the spec.'}}]","The RFC specifies that a request should not contain the Transfer-Encoding header unless the client is certain the server supports HTTP/1.1. This function takes a precautionary measure by removing any Transfer-Encoding header from the forwarded request. However, instead of conditionally allowing the header when the target server is known to support HTTP/1.1, the function always removes it (even if the request line is constructed as HTTP/1.1, unless forced to use HTTP/1.0). Thus, while the function does implement the safe removal of the Transfer-Encoding header (fulfilling one aspect of the RFC), it does not incorporate logic to conditionally include it when appropriate. Therefore, the implementation within this function only partially matches the RFC constraint.",success,
15569,ap_proxy_create_hdrbrgd,"A client, server, or proxy MAY close the transport connection at any time.",316,Partially Matches,"[{'C1': {'code': 'if (force10 || apr_table_get(r->subprocess_env, ""proxy-nokeepalive"")) {\n    if (origin) {\n        origin->keepalive = AP_CONN_CLOSE;\n    }\n    p_conn->close = 1;\n}', 'explanation': ""This segment checks for conditions (e.g., forcing HTTP/1.0 or a 'proxy-nokeepalive' flag) and then marks the connection to be closed. This is in line with the RFC’s allowance for a proxy to close the transport connection at any time. However, only connection closing is addressed, and the function does not manage additional aspects of graceful closure as recommended in the context, so it only partially meets the overall RFC guidance.""}}]","The RFC specifies that a client, server, or proxy MAY close the transport connection at any time, and implementations should handle graceful closures. In this function, there is logic that sets the connection’s close flags if certain conditions (such as force-proxy-request-1.0 or proxy-nokeepalive flags) are met. This directly addresses the possibility of closing the connection, matching one of the spec’s conditions (labeled here as C1). However, since the function does not implement the full spectrum of graceful closure behavior outlined in the spec context (such as monitoring for idle connections and proper resource reclamation), the implementation only partially matches the RFC requirements within the confines of this function.",success,
15569,ap_proxy_create_hdrbrgd,"As a result, a sender MUST NOT forward a message with a Content-Length header field value that is known to be incorrect.",48,Partially Matches,"[{'A1': {'code': 'if ((*old_cl_val = (char *)apr_table_get(r->headers_in, ""Content-Length""))) {\n    apr_table_unset(r->headers_in, ""Content-Length"");\n}', 'explanation': 'This segment removes the Content-Length header from the forwarded headers. By unsetting the header (and storing its original value, if needed), the function avoids sending a potentially incorrect Content-Length value. However, it does not validate whether the header is incorrect or handle the special case exception (identical comma‐separated duplicate values), so it only partially implements the RFC requirement.'}}]","The RFC mandates that a sender MUST NOT forward a message with a Content-Length header if it is known to be incorrect. This function proactively strips the Content-Length header (and Transfer-Encoding) from the incoming headers before forwarding, thereby reducing the risk of forwarding an incorrect header. However, the function does not inspect or verify the correctness of the Content-Length value, nor does it implement the exception for comma‐separated duplicate values. Therefore, while the function addresses the removal of the header (action A1), it only partially meets the complete set of requirements described in the RFC.",success,
15569,ap_proxy_create_hdrbrgd,A server that receives an Upgrade header field in an HTTP/1.0 request MUST ignore that Upgrade field.,32,Fully Matches,"[{'C1': {'code': 'apr_table_unset(r->headers_in, ""Upgrade"");', 'explanation': ""This code unconditionally removes the 'Upgrade' header from the incoming header table. This ensures that when handling an HTTP/1.0 request (or any request), the Upgrade header is ignored, which complies with the RFC requirement that a server receiving an Upgrade header in an HTTP/1.0 request must ignore it.""}}]","The function explicitly clears the 'Upgrade' header from the headers that are forwarded to the backend. Although it removes the header in all cases rather than only for HTTP/1.0 requests, this approach satisfies the RFC specification that requires an HTTP/1.0 server to ignore the Upgrade header. Therefore, the function fully matches the specified constraint as implemented within the function_body.",success,
15569,ap_proxy_create_hdrbrgd,A server MAY ignore a received Upgrade header field if it wishes to continue using the current protocol on that connection.,25,Fully Matches,"[{'A1': {'code': 'apr_table_unset(r->headers_in, ""Upgrade"");', 'explanation': ""This line explicitly removes the 'Upgrade' header from the request headers, which is equivalent to ignoring any received Upgrade header as allowed by the RFC. By stripping the Upgrade header, the server signals that it is continuing with the current protocol, thus fulfilling the spec requirement.""}}]","The function includes logic to remove the 'Upgrade' header (using apr_table_unset), thereby ignoring any protocol change request supplied via this header. This directly implements the RFC behavior that a server may ignore a received Upgrade header if it wishes to continue using the current protocol on that connection. All relevant handling for this specific spec constraint is visible within the function_body.",success,
15569,ap_proxy_create_hdrbrgd,"However, comments in Via are optional, and a recipient MAY remove them prior to forwarding the message.",24,Fully Matches,"[{'C1': {'code': 'if (conf->viaopt == via_block) {\n    apr_table_unset(r->headers_in, ""Via"");\n} else if (conf->viaopt != via_off) {\n    const char *server_name = ap_get_server_name(r);\n    if (server_name == r->hostname)\n        server_name = r->server->server_hostname;\n    apr_table_mergen(r->headers_in, ""Via"",\n                     (conf->viaopt == via_full)\n                     ? apr_psprintf(r->pool, ""%d.%d %s%s (%s)"",\n                                    HTTP_VERSION_MAJOR(r->proto_num),\n                                    HTTP_VERSION_MINOR(r->proto_num),\n                                    server_name, server_portstr,\n                                    AP_SERVER_BASEVERSION)\n                     : apr_psprintf(r->pool, ""%d.%d %s%s"",\n                                    HTTP_VERSION_MAJOR(r->proto_num),\n                                    HTTP_VERSION_MINOR(r->proto_num),\n                                    server_name, server_portstr)\n                     );\n}', 'explanation': 'This code block implements the RFC requirement regarding the optional nature of Via header comments. It either removes the Via header altogether (if viaopt is set to block) or adds it—with an optional comment if via_full is configured—thus allowing a recipient to not forward the comment, in line with the spec stating that comments in Via are optional.'}}]","The function 'ap_proxy_create_hdrbrgd' explicitly handles the Via header in accordance with the RFC specification. It gives the option to remove the header entirely or add it with or without a comment, depending on the configuration (using conf->viaopt). This visible logic directly addresses the spec requirement that comments in Via are optional and may be removed prior to forwarding, thereby fully matching the constraint.",success,
15569,ap_proxy_create_hdrbrgd,"Likewise, a sender MUST NOT forward a message with a Content-Length header field value that does not match the ABNF above, with one exception: a recipient of a Content-Length header field value consisting of the same decimal value repeated as a comma-separated list (e.g, ""Content-Length: 42, 42"") MAY either reject the message as invalid or replace that invalid field value with a single instance of the decimal value, since this likely indicates that a duplicate was generated or combined by an upstream message processor.",49,Does Not Match,[],"The provided function does not contain any logic to validate the Content-Length header field value in accordance with the RFC specification. While it does remove the Content-Length header (and Transfer-Encoding) from the forwarded request, it does not perform any checks to ensure that the value matches the proper ABNF, nor does it address the special case for a comma‐separated list of the same decimal value (e.g., '42, 42'). All relevant RFC constraints (e.g., ensuring correctness of the Content-Length value) are not implemented within this function, and thus it does not meet the specified conditions.",success,
15587,proxy_tunnel_transfer,"A server SHOULD sustain persistent connections, when possible, and allow the underlying transport's flow-control mechanisms to resolve temporary overloads rather than terminate connections with the expectation that clients will retry.",317,Does Not Match,[],"The provided function focuses on transferring data between two connections and handling read/write shutdown events rather than actively managing or sustaining persistent connections as the RFC specifies. It checks for conditions such as incomplete reads, EOF, and failure scenarios, and decides whether to tear down the connection (or set the half-close flags) based on those situations. However, it does not include any logic that explicitly supports or sustains persistent connections, or that leverages underlying transport flow-control mechanisms to defer closing connections when overloaded. All connection lifecycle decisions (like returning DONE or marking a side as shutdown) occur based on immediate conditions without an attempt to maintain the connection persistently in the sense required by the spec. Therefore, no part of the function implements the specific persistent connection requirements described in the RFC.",success,
15588,ap_proxy_tunnel_run,"Implementations SHOULD constantly monitor open connections for a received closure signal and respond to it as appropriate, since prompt closure of both sides of a connection enables allocated system resources to be reclaimed.",315,Fully Matches,"[{'C1': {'code': 'do {\n    ...\n    rv = apr_pollset_poll(pollset, timeout, &nresults, &results);\n    ...\n    for (i = 0; i < nresults; i++) {\n        ...\n        if ((tc->pfd->reqevents & APR_POLLIN) && ((pfd->rtnevents & (APR_POLLIN | APR_POLLHUP)) || !(pfd->rtnevents & APR_POLLOUT))) {\n            rc = proxy_tunnel_transfer(tunnel, tc);\n            if (rc != OK) {\n                status = rc;\n                goto done;\n            }\n        }\n        ...\n    }\n} while (!client->down_out || !origin->down_out);', 'explanation': 'The function continuously polls the connection sockets (using apr_pollset_poll and a loop that only exits when both directions are marked as closed) to detect events such as POLLHUP, which indicates that a side has been closed. This fulfills the requirement of constantly monitoring the connection for closure signals.'}}, {'A1': {'code': 'if ((tc->pfd->reqevents & APR_POLLOUT) && ((pfd->rtnevents & APR_POLLOUT) || !(tc->pfd->reqevents & APR_POLLIN) || !(pfd->rtnevents & (APR_POLLIN | APR_POLLHUP)))) {\n    ...\n    del_pollset(pollset, out->pfd, APR_POLLOUT);\n    if (in->down_in) {\n        apr_socket_shutdown(out->pfd->desc.s, 1);\n        out->down_out = 1;\n    }\n    ...\n}', 'explanation': 'Upon detecting that the other side is no longer readable (down_in is set), the code responds by shutting down the write direction (using apr_socket_shutdown) to gracefully terminate the connection, thus reclaiming system resources. This action meets the requirement to respond appropriately to a closure signal.'}}]","The provided function implements a tunneling mechanism that continuously monitors both the client and origin sockets for events that indicate closure (such as POLLHUP) by actively polling. When a closure condition is detected, it takes immediate actions (like shutting down the write side of the socket) to promptly close the connection. This behavior directly corresponds to the RFC's recommendation to monitor and promptly close idle or closed connections in order to reclaim resources. The logic is contained entirely within the code of the function, meeting the specification requirements as stated.",success,
15592,proxy_balancer_canon,"Within a given message, a sender MUST NOT generate protocol elements or syntax alternatives that are only allowed to be generated by participants in other roles (i.e., a role that the sender does not have for that message).",215,Does Not Match,[],"The provided function performs URL canonicalization by stripping a ""balancer:"" prefix, parsing the network location, and constructing a proxy URL. However, none of its internal logic checks or enforces the specific HTTP RFC requirement that a sender must not generate protocol elements or syntax alternatives reserved for other roles. Although it performs syntactic checks (via the call to ap_proxy_canon_netloc), this is a generic URL validation and does not address the role-based restrictions detailed in the spec. Therefore, no part of the code directly implements any of the labeled conditions (such as C1) or actions (such as A1) associated with the spec constraints.",success,
15592,proxy_balancer_canon,Recipients of an invalid request-line SHOULD respond with either a 400 (Bad Request) error or a 301 (Moved Permanently) redirect with the request-target properly encoded.,180,Partially Matches,"[{'A1': {'code': 'if (err) {\n    ap_log_rerror(APLOG_MARK, APLOG_ERR, 0, r, APLOGNO(01157)\n                  ""error parsing URL %s: %s"",\n                  url, err);\n    return HTTP_BAD_REQUEST;\n}', 'explanation': 'When URL parsing fails (which likely includes invalid request-line cases), the function responds with a 400 (Bad Request) error. This matches one of the RFC’s allowed response types for handling an invalid request-line.'}}]","The function only partially addresses the RFC requirements. It does implement returning a 400 error (A1) when URL parsing encounters an error, thereby fulfilling one of the required responses. However, it does not implement the alternative behavior of issuing a 301 (Moved Permanently) redirect with a properly encoded request-target. Hence, only part of the specification is directly handled in this function.",success,
15594,get_path_param,A sender MUST NOT generate protocol elements that do not match the grammar defined by the corresponding ABNF rules.,214,Does Not Match,[],"The provided function 'get_path_param' is designed to locate and extract a parameter value from a URL string using simple substring matching and tokenization. It does not check or enforce that the parameter or any generated protocol element conforms to the ABNF grammar as required by the specified RFC. There is no visible logic within the function addressing any condition (e.g., C1) that prohibits generating protocol elements not matching the defined ABNF grammar, nor any action (e.g., A1) implementing conformance checks. Therefore, the code function does not meet the spec constraints.",success,
15595,get_cookie_param,A recipient MUST parse for such bad whitespace and remove it before interpreting the protocol element.,240,Partially Matches,"[{'C1': {'code': 'while(*start_cookie && isspace(*start_cookie))\n    ++start_cookie;', 'explanation': 'The function explicitly skips over whitespace characters immediately after identifying the cookie name. This shows an attempt to remove bad whitespace as required by the RFC before interpreting the protocol element. However, the approach is limited to trimming whitespace after the cookie name and does not comprehensively address all potential cases of bad whitespace removal mandated by the RFC.'}}]","The function _get_cookie_param attempts a partial implementation of the RFC requirement to remove bad whitespace by trimming leading whitespace after the cookie name. Specifically, it uses a loop to move past any whitespace characters before checking for the '=' sign and extracting the cookie value. This addresses part of the condition (C1) described in the specification. However, because it only removes whitespace in a narrow context (just after the cookie name) and does not address other areas where bad whitespace might occur according to the RFC (such as within other protocol elements or across the entire header), the implementation is considered only a partial match to the spec.",success,
15595,get_cookie_param,Any content known to be defined as BWS MAY be removed before interpreting it or forwarding the message downstream.,241,Fully Matches,"[{'C1': {'code': 'while(*start_cookie && isspace(*start_cookie))\n                    ++start_cookie;', 'explanation': ""This loop explicitly skips over any whitespace (BWS) present after the cookie name, ensuring that any 'bad whitespace' is removed before further processing, thus fulfilling the RFC requirement.""}}]","The RFC specifies that any 'bad whitespace' (BWS) may be removed and must be stripped by the recipient prior to interpreting protocol elements. In this function, after identifying the cookie parameter name, the code advances the pointer over any whitespace using a while loop with isspace. This directly implements the removal of BWS as mandated by the spec, and therefore the function fully matches the given constraint within its own logic.",success,
15595,get_cookie_param,"When a specific version of HTTP allows such whitespace to appear in a message, a field parsing implementation MUST exclude such whitespace prior to evaluating the field value.",234,Partially Matches,"[{'A1': {'code': 'while(*start_cookie && isspace(*start_cookie))\n    ++start_cookie;', 'explanation': ""This loop skips over any whitespace immediately after the cookie name before checking for the '=' sign. This shows an attempt at excluding whitespace prior to evaluating the cookie value, which corresponds to the spec requirement. However, the function does not further trim any trailing whitespace from the extracted value, and its treatment is specific to cookie parsing rather than full field value trimming.""}}]","The RFC specifies that implementations must exclude whitespace from the field value before evaluating it. The function addresses this through a while loop that increments the pointer while isspace() is true, thereby removing whitespace that immediately follows the cookie name before the '=' character is evaluated. Although this indicates an effort to implement the requirement, it only partially meets the broader specification (for example it does not remove trailing whitespace and is applied in a limited context), and so overall it only partially matches the spec as implemented in this function.",success,
15600,force_recovery,"Unless noted otherwise, a recipient MAY attempt to recover a usable protocol element from an invalid construct.",220,Partially Matches,"[{'C1': {'code': 'if (!((*worker)->s->status & PROXY_WORKER_IN_ERROR)) {\n    ok = 1;\n    break;\n}\nelse {\n    /* Try if we can recover */\n    ap_proxy_retry_worker_fn(""BALANCER"", *worker, s);\n    if (!((*worker)->s->status & PROXY_WORKER_IN_ERROR)) {\n        ok = 1;\n        break;\n    }\n}', 'explanation': 'This segment checks whether a worker is already not in an error state or can be recovered via a retry function, aligning with the RFC notion that a recipient may recover a usable protocol element from an invalid construct.'}}, {'A1': {'code': 'if (!ok && balancer->s->forcerecovery) {\n    /* If all workers are in error state force the recovery. */\n    worker = (proxy_worker **)balancer->workers->elts;\n    for (i = 0; i < balancer->workers->nelts; i++, worker++) {\n        ++(*worker)->s->retries;\n        (*worker)->s->status &= ~PROXY_WORKER_IN_ERROR;\n        ap_log_error(APLOG_MARK, APLOG_DEBUG, 0, s, APLOGNO(01165)\n                     ""%s: Forcing recovery for worker (%s:%d)"",\n                     balancer->s->name, (*worker)->s->hostname_ex,\n                     (int)(*worker)->s->port);\n    }\n}', 'explanation': 'This segment forces a recovery on all workers if none can be recovered normally, embodying a recovery action from an invalid construct as loosely permitted by the RFC.'}}]","The function 'force_recovery' includes logic to check the status of workers and attempts to recover from error conditions by invoking a retry mechanism and, if necessary, forcing recovery. This behavior is in line with the RFC statement that a recipient may attempt to recover a valid element from an invalid construct. However, because the function only addresses these recovery actions and does not fully implement all potential error-handling nuances defined by the HTTP RFC (e.g., distinguishing recovery strategies based on broader context), it only partially meets the spec constraints.",success,
15609,push2table,"Within a given message, a sender MUST NOT generate protocol elements or syntax alternatives that are only allowed to be generated by participants in other roles (i.e., a role that the sender does not have for that message).",215,Does Not Match,[],"The provided function simply parses a URL-encoded query string and stores key/value pairs in a table (optionally checking against an allowed list). There is no logic found in the function that evaluates or enforces that the sender does not generate protocol elements or syntax alternatives reserved for other roles, as mandated by the RFC. Thus, the function does not implement the spec constraint regarding role-based protocol element generation.",success,
15612,balancer_display_page,A sender that generates a message containing content SHOULD generate a Content-Type header field in that message unless the intended media type of the enclosed representation is unknown to the sender.,34,Fully Matches,"[{'A1': {'code': 'if (usexml) {\n    ap_set_content_type_ex(r, ""text/xml"", 1);\n    ...\n} else {\n    ap_set_content_type_ex(r, ""text/html; charset=ISO-8859-1"", 1);\n    ...\n}', 'explanation': 'The function explicitly sets the Content-Type header using ap_set_content_type_ex in both branches (XML and HTML). This directly implements the RFC requirement that a sender generating a message with content SHOULD include a Content-Type header, thereby fulfilling the spec.'}}]","The analyzed function includes direct calls to set the Content-Type header regardless of the output format, ensuring that whenever content is generated, a Content-Type header is provided. This implementation within the function satisfies the RFC specification regarding the presence of the Content-Type header, and thus the function fully matches the constraint.",success,
15613,safe_referer,A recipient that processes such a URI reference MUST reject it as invalid.,226,Partially Matches,"[{'C1': {'code': 'if (apr_uri_parse(r->pool, ref, &uri) || !uri.hostname)\n        return 0;', 'explanation': 'This code segment checks that the URI has a non-empty hostname, fulfilling the RFC requirement that a recipient MUST reject an HTTPS URI with an empty host identifier.'}}]","The function verifies that the URI parsing succeeds and that the hostname is present, which addresses the RFC constraint regarding rejecting URIs with empty host identifiers. However, it does not address other aspects of HTTPS URI processing outlined in the spec (e.g., scheme validation, port defaults), so it only partially implements the full specification.",success,
15613,safe_referer,A recipient that processes such a URI reference MUST reject it as invalid.,224,Partially Matches,"[{'C1': {'code': 'if (apr_uri_parse(r->pool, ref, &uri) || !uri.hostname)\n        return 0;', 'explanation': ""This segment checks for an empty host by verifying '!uri.hostname' after parsing the URI. Since the specification states that URIs with empty host identifiers MUST be rejected, this code directly implements that part of the spec.""}}]","The function attempts to implement the RFC requirement by rejecting URI references that have an empty host identifier, evident in the check for (!uri.hostname). However, it does not directly address other parts of the specification such as verifying the default port or other authority details. Therefore, the function only partially matches the spec constraints.",success,
15613,safe_referer,"A recipient SHOULD parse a received protocol element defensively, with only marginal expectations that the element will conform to its ABNF grammar and fit within a reasonable buffer size.",217,Partially Matches,"[{'C1': {'code': 'if (apr_uri_parse(r->pool, ref, &uri) || !uri.hostname)\n    return 0;', 'explanation': 'The code defensively attempts to parse the input referer using apr_uri_parse and checks that a hostname was provided. This addresses the defensive parsing aspect of the spec that the element may only marginally conform to its grammar. However, it does not explicitly verify that the parsed element fits within a reasonable buffer size, so it only partially meets the overall requirements.'}}]","The safe_referer function demonstrates a defensive parsing strategy by calling apr_uri_parse and checking for a valid hostname, which aligns with the spec's recommendation to parse cautiously. Nevertheless, it does not include logic for verifying buffer lengths or handling explicitly oversized inputs, leaving part of the spec unaddressed within the function's own code.",success,
15614,balancer_handler,"A service that selects a proper URI on behalf of the client, after receiving a state-changing request, SHOULD be implemented using the POST method rather than PUT",71,Fully Matches,"[{'C1': {'code': 'r->allowed = 0\n    | (AP_METHOD_BIT << M_GET)\n    | (AP_METHOD_BIT << M_POST);\nif ((r->method_number != M_GET) && (r->method_number != M_POST)) {\n    return DECLINED;\n}', 'explanation': ""The function explicitly restricts allowed methods to GET and POST and declines requests that are not one of these methods (e.g., PUT). This aligns with the spec's provision that state-changing requests meant for URI selection must be handled using POST rather than PUT.""}}, {'A1': {'code': ""if (r->method_number == M_POST) {\n    apr_bucket_brigade *ib;\n    apr_size_t len = 1024;\n    char *buf = apr_pcalloc(r->pool, len+1);\n\n    ib = apr_brigade_create(r->connection->pool, r->connection->bucket_alloc);\n    rv = ap_get_brigade(r->input_filters, ib, AP_MODE_READBYTES,\n                            APR_BLOCK_READ, len);\n    if (rv != APR_SUCCESS) {\n        return ap_map_http_request_error(rv, HTTP_BAD_REQUEST);\n    }\n    apr_brigade_flatten(ib, buf, &len);\n    buf[len] = '\\0';\n    push2table(buf, params, NULL, r->pool);\n}"", 'explanation': 'This block shows that the function processes POST requests by reading the enclosed representation, which confirms that the intended state-changing operation is performed using POST, as required by the spec.'}}]","The code function exclusively permits GET and POST methods by explicitly checking the HTTP method and declines any request that is not GET or POST (thus excluding PUT). Furthermore, it processes the POST request body to handle state-changing operations. These implementations directly address the RFC specification that a service selecting a URI based on a state-changing request should use POST rather than PUT.",success,
15621,scgi_canon,"If a port is not provided, a recipient MAY interpret that as meaning it was received on the default port, if any, for the received-protocol.",254,Fully Matches,"[{'C1': {'code': 'port = def_port = SCGI_DEF_PORT;\n...\nif (port != def_port) {\n    apr_snprintf(sport, sizeof(sport), "":%u"", port);\n} else {\n    sport[0] = \'\\0\';\n}', 'explanation': 'The code sets the default port (SCGI_DEF_PORT) and subsequently checks if the parsed port differs from this default. If a port is not provided (i.e. remains as the default), it omits appending an explicit port in the resulting URL, thereby adhering to the RFC specification.'}}]","The function correctly implements the RFC requirement by initializing a default port value and then using it when no alternative port is specified. This logic, contained entirely within the function, directly addresses the specified condition from the RFC.",success,
15621,scgi_canon,Recipients of an invalid request-line SHOULD respond with either a 400 (Bad Request) error or a 301 (Moved Permanently) redirect with the request-target properly encoded.,180,Fully Matches,"[{'C1': {'code': 'if (err) {\n    ap_log_rerror(APLOG_MARK, APLOG_ERR, 0, r, APLOGNO(00857)\n                  ""error parsing URL %s: %s"", url, err);\n    return HTTP_BAD_REQUEST;\n}\n\n...\n\npath = ap_proxy_canonenc_ex(r->pool, url, strlen(url), enc_path, flags, r->proxyreq);\nif (!path) {\n    return HTTP_BAD_REQUEST;\n}', 'explanation': 'The RFC states that a recipient of an invalid request‐line should respond with either a 400 error or a 301 redirect with a properly encoded request-target. This code verifies the URL and its parts. When parsing the netloc fails (or the canonical encoding of the path fails), it responds by returning a 400 (Bad Request) error, which conforms to the acceptable behavior.'}}, {'A1': {'code': 'path = ap_proxy_canonenc_ex(r->pool, url, strlen(url), enc_path, flags, r->proxyreq);\nif (!path) {\n    return HTTP_BAD_REQUEST;\n}\n\nr->filename = apr_pstrcat(r->pool, ""proxy:"" SCHEME ""://"", host, sport, ""/"", path, NULL);', 'explanation': 'By canonicalizing the request-target (using ap_proxy_canonenc_ex) and constructing a properly encoded filename only when encoding succeeds, the function ensures that a mis-encoded or otherwise malformed request-target leads to an error (HTTP 400). This matches the RFC requirement of either returning an error or a redirection when the request-line is invalid.'}}]","The function focuses on processing and canonicalizing the SCGI URL. In doing so, it checks for errors during the URL parsing and path encoding stages. If any errors occur (for example, if disallowed characters like whitespace result in an invalid request-target), the function returns a 400 Bad Request error. This behavior meets the RFC requirement since clients must be given either a 400 response or a 301 redirect in such cases. Therefore, within the scope of its own logic, the function fully implements the specified requirement.",success,
